<<<<<<< HEAD
1743088713375769 2047
1743088713376391 2047
1743088713377017 0
1743088713377643 0
1743088713378267 0
1743088713378893 0
1743088713379518 778
1743088713380142 1223
1743088713380768 1291
1743088713381392 1291
1743088713382018 1291
1743088713382643 1291
1743088713383267 1511
1743088713383893 2047
1743088713384517 2047
1743088713385142 2047
1743088713385768 2047
1743088713386392 0
1743088713387017 0
1743088713387643 0
1743088713388267 667
1743088713388892 1101
1743088713389518 1291
1743088713390142 1291
1743088713390768 1291
1743088713391393 1291
1743088713392023 1291
1743088713392643 2047
1743088713393267 2047
1743088713393893 2047
1743088713394518 2047
1743088713395142 0
1743088713395768 0
1743088713396392 0
1743088713397017 531
1743088713397642 1009
1743088713398267 1291
1743088713398892 1291
1743088713399518 1291
1743088713400142 1291
1743088713400768 1291
1743088713401393 1976
1743088713402017 2047
1743088713402643 2047
1743088713403268 2047
1743088713403893 0
1743088713404517 0
1743088713405142 0
1743088713405767 232
1743088713406393 875
1743088713407017 1291
1743088713407643 1291
1743088713408269 1291
1743088713408892 1291
1743088713409517 1291
1743088713410143 1815
1743088713410767 2047
1743088713411393 2047
1743088713412021 2047
1743088713412642 0
1743088713413268 0
1743088713413892 0
1743088713414518 0
1743088713415143 772
1743088713415768 1202
1743088713416392 1291
1743088713417017 1291
1743088713417643 1291
1743088713418268 1291
1743088713418892 1569
1743088713419518 2047
1743088713420143 2047
1743088713420767 2047
1743088713421393 0
1743088713422020 0
1743088713422640 0
1743088713423268 0
1743088713423893 695
1743088713424516 1095
1743088713425143 1291
1743088713425767 1291
1743088713426392 1291
1743088713427018 1291
1743088713427642 1291
1743088713428268 2047
1743088713428893 2047
1743088713429517 2047
1743088713430143 2047
1743088713430767 0
1743088713431393 0
1743088713432023 0
1743088713432642 522
1743088713433268 1021
1743088713433893 1291
1743088713434517 1291
1743088713435143 1291
1743088713435768 1291
1743088713436392 1291
1743088713437018 1985
1743088713437642 2047
1743088713438268 2047
1743088713438893 2047
1743088713439517 0
1743088713440143 0
1743088713440768 0
1743088713441392 421
1743088713442018 884
1743088713442642 1291
1743088713443267 1291
1743088713443894 1291
1743088713444517 1291
1743088713445142 1291
1743088713445768 1821
1743088713446392 2047
1743088713447018 2047
1743088713447642 2047
1743088713448268 0
1743088713448893 0
1743088713449517 0
1743088713450143 0
1743088713450768 820
1743088713451392 1211
1743088713452022 1291
1743088713452645 1291
1743088713453265 1291
1743088713453893 1291
1743088713454517 1712
1743088713455143 2047
1743088713455768 2047
1743088713456391 2047
1743088713457017 0
1743088713457643 0
1743088713458267 0
1743088713458892 0
1743088713459517 695
1743088713460142 1139
1743088713460768 1291
1743088713461392 1291
1743088713462017 1291
1743088713462643 1291
1743088713463267 1291
1743088713463894 2047
1743088713464518 2047
1743088713465142 2047
1743088713465768 2047
1743088713466392 0
1743088713467017 0
1743088713467643 0
1743088713468267 544
1743088713468893 1021
1743088713469518 1291
1743088713470142 1291
1743088713470768 1291
1743088713471393 1291
1743088713472022 1291
1743088713472643 1985
1743088713473267 2047
1743088713473892 2047
1743088713474518 2047
1743088713475142 0
1743088713475768 0
1743088713476392 0
1743088713477017 410
1743088713477643 917
1743088713478268 1291
1743088713478892 1291
1743088713479518 1291
1743088713480142 1291
1743088713480768 1291
1743088713481393 1874
1743088713482017 2047
1743088713482643 2047
1743088713483270 2047
1743088713483891 0
1743088713484518 0
1743088713485142 0
1743088713485768 0
1743088713486393 794
1743088713487017 1254
1743088713487643 1291
1743088713488268 1291
1743088713488892 1291
1743088713489517 1291
1743088713490142 1678
1743088713490768 2047
1743088713491393 2047
1743088713492023 2047
1743088713492642 0
1743088713493268 0
1743088713493892 0
1743088713494517 0
1743088713495143 691
1743088713495768 1118
1743088713496392 1291
1743088713497017 1291
1743088713497642 1291
1743088713498268 1291
1743088713498892 1292
1743088713499518 2047
1743088713500143 2047
1743088713500767 2047
1743088713501393 2047
1743088713502018 0
1743088713502642 0
1743088713503268 0
1743088713503893 609
1743088713504517 1017
1743088713505143 1291
1743088713505767 1291
1743088713506393 1291
1743088713507018 1291
1743088713507642 1291
1743088713508268 1980
1743088713508892 2047
1743088713509517 2047
1743088713510143 2047
1743088713510767 0
1743088713511392 0
1743088713512023 0
1743088713512642 390
1743088713513268 940
1743088713513896 1291
1743088713514515 1291
1743088713515143 1291
1743088713515768 1291
1743088713516392 1291
1743088713517018 1898
1743088713517642 2047
1743088713518267 2047
1743088713518893 2047
1743088713519517 0
1743088713520143 0
1743088713520767 0
1743088713521393 3
1743088713522018 798
1743088713522642 1262
1743088713523268 1291
1743088713523893 1291
1743088713524517 1291
1743088713525142 1291
1743088713525768 1684
1743088713526392 2047
1743088713527018 2047
1743088713527642 2047
1743088713528268 0
1743088713528893 0
1743088713529517 0
1743088713530142 0
1743088713530768 689
1743088713531392 1116
1743088713532022 1291
1743088713532643 1291
1743088713533267 1291
1743088713533893 1291
1743088713534517 1298
1743088713535143 2047
1743088713535769 2047
1743088713536391 2047
1743088713537017 2047
1743088713537643 0
1743088713538267 0
1743088713538893 0
1743088713539517 608
1743088713540142 1014
1743088713540768 1291
1743088713541392 1291
1743088713542017 1291
1743088713542643 1291
1743088713543267 1291
1743088713543893 1978
1743088713544517 2047
1743088713545142 2047
1743088713545768 2047
1743088713546392 0
1743088713547017 0
1743088713547643 0
1743088713548267 368
1743088713548893 940
1743088713549518 1291
1743088713550142 1291
1743088713550768 1291
1743088713551392 1291
1743088713552022 1291
1743088713552643 1898
1743088713553267 2047
1743088713553893 2047
1743088713554518 2047
1743088713555142 0
1743088713555769 0
1743088713556392 0
1743088713557017 21
1743088713557643 783
1743088713558267 1262
1743088713558893 1291
1743088713559518 1291
1743088713560142 1291
1743088713560767 1291
1743088713561393 1656
1743088713562017 2047
1743088713562642 2047
1743088713563267 2047
1743088713563894 0
1743088713564517 0
1743088713565142 0
1743088713565767 0
1743088713566393 747
1743088713567017 1117
1743088713567643 1291
1743088713568269 1291
1743088713568892 1291
1743088713569518 1291
1743088713570142 1291
1743088713570768 2047
1743088713571393 2047
1743088713572022 2047
1743088713572643 2047
1743088713573268 0
1743088713573892 0
1743088713574517 0
1743088713575143 608
1743088713575768 1067
1743088713576392 1291
1743088713577017 1291
1743088713577642 1291
1743088713578268 1291
1743088713578892 1291
1743088713579518 2032
1743088713580143 2047
1743088713580767 2047
1743088713581393 2047
1743088713582017 0
1743088713582642 0
1743088713583268 0
1743088713583893 385
1743088713584517 940
1743088713585143 1291
1743088713585767 1291
1743088713586392 1291
1743088713587019 1291
1743088713587641 1291
1743088713588269 1898
1743088713588892 2047
1743088713589517 2047
1743088713590143 2047
1743088713590767 0
1743088713591392 0
1743088713592024 0
1743088713592642 0
1743088713593267 812
1743088713593894 1263
1743088713594516 1291
1743088713595143 1291
1743088713595768 1291
1743088713596392 1291
1743088713597018 1727
1743088713597642 2047
1743088713598267 2047
1743088713598893 2047
1743088713599517 0
1743088713600143 0
1743088713600767 0
1743088713601392 0
1743088713602018 719
1743088713602642 1150
1743088713603268 1291
1743088713603893 1291
1743088713604517 1291
1743088713605143 1291
1743088713605768 1291
1743088713606392 2047
1743088713607018 2047
1743088713607642 2047
1743088713608268 2047
1743088713608893 0
1743088713609517 0
1743088713610142 0
1743088713610768 608
1743088713611392 1040
1743088713612022 1291
1743088713612642 1291
1743088713613267 1291
1743088713613893 1291
1743088713614517 1291
1743088713615142 2000
1743088713615769 2047
1743088713616391 2047
1743088713617017 2047
1743088713617643 0
1743088713618267 0
1743088713618893 0
1743088713619517 510
1743088713620142 938
1743088713620768 1291
1743088713621392 1291
1743088713622018 1291
1743088713622643 1291
1743088713623267 1291
1743088713623894 1897
1743088713624516 2047
1743088713625143 2047
1743088713625768 2047
1743088713626392 0
1743088713627018 0
1743088713627643 0
1743088713628268 0
1743088713628892 859
1743088713629518 1260
1743088713630142 1291
1743088713630768 1291
1743088713631392 1291
1743088713632022 1291
1743088713632643 1800
1743088713633267 2047
1743088713633892 2047
1743088713634518 2047
1743088713635142 0
1743088713635768 0
1743088713636392 0
1743088713637017 0
1743088713637643 715
1743088713638267 1182
1743088713638893 1291
1743088713639518 1291
1743088713640142 1291
1743088713640768 1291
1743088713641393 1291
1743088713642017 2047
1743088713642642 2047
1743088713643268 2047
1743088713643894 2047
1743088713644517 0
1743088713645142 0
1743088713645767 0
1743088713646393 602
1743088713647017 1036
1743088713647642 1291
1743088713648268 1291
1743088713648892 1291
1743088713649518 1291
1743088713650142 1291
1743088713650767 1998
1743088713651393 2047
1743088713652021 2047
1743088713652642 2047
1743088713653268 0
1743088713653892 0
1743088713654518 0
1743088713655142 510
1743088713655768 933
1743088713656393 1291
1743088713657017 1291
1743088713657642 1291
1743088713658268 1291
1743088713658892 1291
1743088713659518 1891
1743088713660143 2047
1743088713660767 2047
1743088713661393 2047
1743088713662017 0
1743088713662643 0
1743088713663268 0
1743088713663893 0
1743088713664517 859
1743088713665143 1268
1743088713665767 1291
1743088713666392 1291
1743088713667018 1291
1743088713667642 1291
1743088713668269 1800
1743088713668892 2047
1743088713669518 2047
1743088713670143 2047
1743088713670767 0
1743088713671393 0
1743088713672023 0
1743088713672642 0
1743088713673268 716
1743088713673892 1182
1743088713674517 1291
1743088713675143 1291
1743088713675768 1291
1743088713676392 1291
1743088713677018 1293
1743088713677642 2047
1743088713678267 2047
1743088713678893 2047
1743088713679517 2047
1743088713680143 0
1743088713680767 0
1743088713681392 0
1743088713682018 651
1743088713682642 1051
1743088713683267 1291
1743088713683893 1291
1743088713684517 1291
1743088713685142 1291
1743088713685768 1291
1743088713686393 2020
1743088713687018 2047
1743088713687642 2047
1743088713688269 2047
1743088713688893 0
1743088713689517 0
1743088713690143 0
1743088713690768 510
1743088713691392 973
1743088713692023 1291
1743088713692642 1291
1743088713693268 1291
1743088713693893 1291
1743088713694517 1291
1743088713695143 1931
1743088713695769 2047
1743088713696391 2047
1743088713697017 2047
1743088713697645 0
1743088713698266 0
1743088713698893 0
1743088713699517 46
1743088713700143 859
1743088713700768 1288
1743088713701392 1291
1743088713702018 1291
1743088713702643 1291
1743088713703267 1291
1743088713703894 1800
1743088713704516 2047
1743088713705143 2047
1743088713705768 2047
1743088713706392 0
1743088713707018 0
1743088713707643 0
1743088713708267 0
1743088713708893 767
1743088713709518 1181
1743088713710142 1291
1743088713710768 1291
1743088713711392 1291
1743088713712023 1291
1743088713712643 1425
1743088713713267 2047
1743088713713892 2047
1743088713714518 2047
1743088713715142 2047
1743088713715769 0
1743088713716392 0
1743088713717017 0
1743088713717643 624
1743088713718267 1099
1743088713718892 1291
1743088713719518 1291
1743088713720142 1291
1743088713720767 1291
1743088713721393 1291
1743088713722017 2047
1743088713722643 2047
1743088713723267 2047
1743088713723893 2047
1743088713724518 0
1743088713725142 0
1743088713725768 0
1743088713726393 506
1743088713727017 956
1743088713727642 1291
1743088713728268 1291
1743088713728893 1291
1743088713729518 1291
1743088713730142 1291
1743088713730767 1916
1743088713731393 2047
1743088713732022 2047
1743088713732642 2047
1743088713733268 0
1743088713733892 0
1743088713734518 0
1743088713735142 220
1743088713735769 856
1743088713736392 1280
1743088713737017 1291
1743088713737642 1291
1743088713738268 1291
1743088713738892 1291
1743088713739518 1795
1743088713740143 2047
1743088713740767 2047
1743088713741393 2047
1743088713742017 0
1743088713742643 0
1743088713743268 0
1743088713743893 0
1743088713744517 778
1743088713745143 1176
1743088713745767 1291
1743088713746393 1291
1743088713747017 1291
1743088713747643 1291
1743088713748268 1510
1743088713748892 2047
1743088713749517 2047
1743088713750143 2047
1743088713750767 0
1743088713751392 0
1743088713752022 0
1743088713752642 0
1743088713753268 621
1743088713753892 1101
1743088713754517 1291
1743088713755143 1291
1743088713755768 1291
1743088713756392 1291
1743088713757020 1291
1743088713757640 2047
1743088713758268 2047
1743088713758892 2047
1743088713759518 2047
1743088713760144 0
1743088713760767 0
1743088713761392 0
1743088713762018 520
1743088713762642 944
1743088713763267 1291
1743088713763893 1291
1743088713764517 1291
1743088713765143 1291
1743088713765767 1291
1743088713766392 1915
1743088713767018 2047
1743088713767642 2047
1743088713768267 2047
1743088713768893 0
1743088713769517 0
1743088713770142 0
1743088713770767 220
1743088713771392 898
1743088713772022 1290
1743088713772642 1291
1743088713773267 1291
1743088713773893 1291
1743088713774517 1291
1743088713775142 1838
1743088713775768 2047
1743088713776392 2047
1743088713777018 2047
1743088713777642 0
1743088713778267 0
1743088713778893 0
1743088713779517 0
1743088713780142 778
1743088713780768 1205
1743088713781392 1291
1743088713782017 1291
1743088713782642 1291
1743088713783267 1291
1743088713783893 1511
1743088713784516 2047
1743088713785142 2047
1743088713785768 2047
1743088713786392 0
1743088713787017 0
1743088713787643 0
1743088713788267 0
1743088713788893 684
1743088713789517 1100
1743088713790142 1291
1743088713790768 1291
1743088713791392 1291
1743088713792023 1291
1743088713792643 1291
1743088713793267 2047
1743088713793893 2047
1743088713794517 2047
1743088713795143 2047
1743088713795769 0
1743088713796391 0
1743088713797018 0
1743088713797643 526
1743088713798267 1021
1743088713798893 1291
1743088713799519 1291
1743088713800142 1291
1743088713800768 1291
1743088713801392 1291
1743088713802017 1985
1743088713802643 2047
1743088713803267 2047
1743088713803893 2047
1743088713804517 0
1743088713805142 0
1743088713805768 0
1743088713806393 238
1743088713807017 878
1743088713807643 1291
1743088713808267 1291
1743088713808893 1291
1743088713809519 1291
1743088713810142 1291
1743088713810767 1819
1743088713811393 2047
1743088713812022 2047
1743088713812643 2047
1743088713813267 0
1743088713813893 0
1743088713814518 0
1743088713815142 0
1743088713815768 772
1743088713816392 1198
1743088713817017 1291
1743088713817643 1291
1743088713818267 1291
1743088713818892 1291
1743088713819518 1572
1743088713820142 2047
1743088713820767 2047
1743088713821393 2047
1743088713822017 0
1743088713822642 0
1743088713823269 0
1743088713823893 0
1743088713824517 695
1743088713825142 1094
1743088713825767 1291
1743088713826393 1291
1743088713827017 1291
1743088713827642 1291
1743088713828268 1291
1743088713828892 2047
1743088713829517 2047
1743088713830144 2047
1743088713830766 2047
1743088713831393 0
1743088713832022 0
1743088713832642 0
1743088713833268 507
1743088713833892 1021
1743088713834517 1291
1743088713835143 1291
1743088713835768 1291
1743088713836392 1291
1743088713837017 1291
1743088713837642 1985
1743088713838268 2047
1743088713838892 2047
1743088713839517 2047
1743088713840143 0
1743088713840767 0
1743088713841392 0
1743088713842018 421
1743088713842642 891
1743088713843268 1291
1743088713843893 1291
1743088713844517 1291
1743088713845143 1291
1743088713845767 1291
1743088713846392 1868
1743088713847018 2047
1743088713847642 2047
1743088713848268 2047
1743088713848892 0
1743088713849518 0
1743088713850143 0
1743088713850767 0
1743088713851393 796
1743088713852022 1249
1743088713852642 1291
1743088713853267 1291
1743088713853893 1291
1743088713854517 1291
1743088713855143 1683
1743088713855767 2047
1743088713856392 2047
1743088713857018 2047
1743088713857642 0
1743088713858268 0
1743088713858893 0
1743088713859517 0
1743088713860143 691
1743088713860767 1119
1743088713861392 1291
1743088713862018 1291
1743088713862642 1291
1743088713863268 1291
1743088713863893 1294
1743088713864517 2047
1743088713865142 2047
1743088713865768 2047
1743088713866392 2047
1743088713867018 0
1743088713867642 0
1743088713868267 0
1743088713868893 608
1743088713869517 1016
1743088713870142 1291
1743088713870768 1291
1743088713871392 1291
1743088713872022 1291
1743088713872643 1291
1743088713873267 1980
1743088713873893 2047
1743088713874517 2047
1743088713875142 2047
1743088713875769 0
1743088713876391 0
1743088713877018 0
1743088713877643 386
1743088713878267 940
1743088713878893 1291
1743088713879517 1291
1743088713880143 1291
1743088713880768 1291
1743088713881392 1291
1743088713882018 1898
1743088713882643 2047
1743088713883267 2047
1743088713883893 2047
1743088713884517 0
1743088713885142 0
1743088713885768 0
1743088713886392 0
1743088713887018 802
1743088713887643 1263
1743088713888267 1291
1743088713888892 1291
1743088713889518 1291
1743088713890142 1291
1743088713890767 1727
1743088713891392 2047
1743088713892023 2047
1743088713892643 2047
1743088713893267 0
1743088713893893 0
1743088713894518 0
1743088713895142 0
1743088713895769 717
1743088713896392 1165
1743088713897017 1291
1743088713897643 1291
1743088713898267 1291
1743088713898893 1291
1743088713899518 1291
1743088713900142 2047
1743088713900768 2047
1743088713901393 2047
1743088713902017 2047
1743088713902642 0
1743088713903268 0
1743088713903893 0
1743088713904517 605
1743088713905142 1035
1743088713905767 1291
1743088713906394 1291
1743088713907017 1291
1743088713907642 1291
1743088713908269 1291
1743088713908892 2001
1743088713909518 2047
1743088713910142 2047
1743088713910767 2047
1743088713911393 0
1743088713912021 0
1743088713912643 0
1743088713913268 478
1743088713913892 939
1743088713914517 1291
1743088713915143 1291
1743088713915768 1291
1743088713916392 1291
1743088713917017 1291
1743088713917643 1898
1743088713918268 2047
1743088713918892 2047
1743088713919518 2047
1743088713920143 0
1743088713920767 0
1743088713921392 0
1743088713922018 0
1743088713922642 857
1743088713923268 1261
1743088713923893 1291
1743088713924516 1291
1743088713925143 1291
1743088713925767 1291
1743088713926393 1800
1743088713927018 2047
1743088713927642 2047
1743088713928268 2047
1743088713928892 0
1743088713929517 0
1743088713930143 0
1743088713930767 0
1743088713931393 715
1743088713932023 1182
1743088713932642 1291
1743088713933268 1291
1743088713933893 1291
1743088713934517 1291
1743088713935143 1291
1743088713935768 2047
1743088713936392 2047
1743088713937018 2047
1743088713937642 2047
1743088713938267 0
1743088713938893 0
1743088713939517 0
1743088713940143 601
1743088713940767 1032
1743088713941392 1291
1743088713942018 1291
1743088713942642 1291
1743088713943267 1291
1743088713943893 1291
1743088713944517 2000
1743088713945143 2047
1743088713945768 2047
1743088713946392 2047
1743088713947018 0
1743088713947642 0
1743088713948267 0
1743088713948893 511
1743088713949516 988
1743088713950142 1291
1743088713950768 1291
1743088713951392 1291
1743088713952022 1291
1743088713952642 1291
1743088713953268 1953
1743088713953893 2047
1743088713954517 2047
1743088713955142 2047
1743088713955769 0
1743088713956391 0
1743088713957017 0
1743088713957643 1
1743088713958267 859
1743088713958893 1291
1743088713959517 1291
1743088713960142 1291
1743088713960768 1291
1743088713961392 1291
1743088713962018 1801
1743088713962643 2047
1743088713963267 2047
1743088713963893 2047
1743088713964518 0
1743088713965142 0
1743088713965768 0
1743088713966392 0
1743088713967018 733
1743088713967643 1182
1743088713968267 1291
1743088713968893 1291
1743088713969518 1291
1743088713970142 1291
1743088713970768 1351
1743088713971392 2047
1743088713972022 2047
1743088713972643 2047
1743088713973267 0
1743088713973892 0
1743088713974518 0
1743088713975142 0
1743088713975768 626
1743088713976392 1087
1743088713977017 1291
1743088713977643 1291
1743088713978267 1291
1743088713978892 1291
1743088713979518 1291
1743088713980142 2047
1743088713980767 2047
1743088713981393 2047
1743088713982017 2047
1743088713982643 0
1743088713983267 0
1743088713983893 0
1743088713984518 508
1743088713985142 955
1743088713985768 1291
1743088713986393 1291
1743088713987017 1291
1743088713987642 1291
1743088713988269 1291
1743088713988892 1918
1743088713989518 2047
1743088713990142 2047
1743088713990767 2047
1743088713991393 0
1743088713992022 0
1743088713992642 0
1743088713993268 219
1743088713993892 854
1743088713994517 1283
1743088713995142 1291
1743088713995768 1291
1743088713996392 1291
1743088713997017 1291
1743088713997643 1795
1743088713998268 2047
1743088713998892 2047
1743088713999518 2047
1743088714000143 0
1743088714000767 0
1743088714001393 0
1743088714002017 0
1743088714002642 777
1743088714003268 1175
1743088714003893 1291
1743088714004516 1291
1743088714005143 1291
1743088714005767 1291
1743088714006392 1510
1743088714007018 2047
1743088714007642 2047
1743088714008268 2047
1743088714008892 0
1743088714009517 0
1743088714010143 0
1743088714010767 0
1743088714011392 629
1743088714012023 1102
1743088714012642 1291
1743088714013268 1291
1743088714013892 1291
1743088714014518 1291
1743088714015143 1291
1743088714015768 2047
1743088714016392 2047
1743088714017018 2047
1743088714017642 2047
1743088714018267 0
1743088714018893 0
1743088714019517 0
1743088714020143 505
1743088714020767 960
1743088714021393 1291
1743088714022018 1291
1743088714022642 1291
1743088714023267 1291
1743088714023893 1291
1743088714024517 1920
1743088714025142 2047
1743088714025767 2047
1743088714026393 2047
1743088714027018 0
1743088714027642 0
1743088714028267 0
1743088714028893 220
1743088714029517 853
1743088714030142 1280
1743088714030768 1291
1743088714031392 1291
1743088714032023 1291
1743088714032642 1291
1743088714033268 1795
1743088714033893 2047
1743088714034517 2047
1743088714035143 2047
1743088714035769 0
1743088714036391 0
1743088714037018 0
1743088714037643 0
1743088714038267 777
1743088714038893 1177
1743088714039517 1291
1743088714040143 1291
1743088714040768 1291
1743088714041392 1291
1743088714042017 1510
1743088714042643 2047
1743088714043267 2047
1743088714043893 2047
1743088714044517 0
1743088714045142 0
1743088714045768 0
1743088714046392 0
1743088714047017 625
1743088714047643 1101
1743088714048267 1291
1743088714048892 1291
1743088714049518 1291
1743088714050142 1291
1743088714050768 1291
1743088714051392 2047
1743088714052022 2047
1743088714052643 2047
1743088714053267 2047
1743088714053893 0
1743088714054518 0
1743088714055142 0
1743088714055768 505
1743088714056392 960
1743088714057018 1291
1743088714057643 1291
1743088714058267 1291
1743088714058893 1291
1743088714059519 1291
1743088714060142 1920
1743088714060767 2047
1743088714061393 2047
1743088714062017 2047
1743088714062644 0
1743088714063267 0
1743088714063893 0
1743088714064517 220
1743088714065142 854
1743088714065768 1283
1743088714066393 1291
1743088714067017 1291
1743088714067643 1291
1743088714068268 1291
1743088714068892 1796
1743088714069518 2047
1743088714070142 2047
1743088714070768 2047
1743088714071393 0
1743088714072021 0
1743088714072643 0
1743088714073268 0
1743088714073892 778
1743088714074518 1177
1743088714075143 1291
1743088714075768 1291
1743088714076392 1291
1743088714077017 1291
1743088714077642 1510
1743088714078268 2047
1743088714078892 2047
1743088714079518 2047
1743088714080142 0
1743088714080767 0
1743088714081393 0
1743088714082017 0
1743088714082642 627
1743088714083268 1101
1743088714083893 1291
1743088714084517 1291
1743088714085144 1291
1743088714085766 1291
1743088714086393 1291
1743088714087017 2047
1743088714087644 2047
1743088714088269 2047
1743088714088892 2047
1743088714089518 0
1743088714090143 0
1743088714090767 0
1743088714091392 507
1743088714092025 957
1743088714092641 1291
1743088714093269 1291
1743088714093892 1291
1743088714094517 1291
1743088714095143 1291
1743088714095768 1916
1743088714096391 2047
1743088714097018 2047
1743088714097642 2047
1743088714098268 0
1743088714098892 0
1743088714099517 0
1743088714100144 219
1743088714100767 856
1743088714101393 1280
1743088714102018 1291
1743088714102642 1291
1743088714103268 1291
1743088714103894 1291
1743088714104517 1797
1743088714105143 2047
1743088714105767 2047
1743088714106393 2047
1743088714107018 0
1743088714107642 0
1743088714108268 0
1743088714108893 0
1743088714109517 777
1743088714110142 1178
1743088714110767 1291
1743088714111392 1291
1743088714112023 1291
1743088714112643 1291
1743088714113267 1510
1743088714113893 2047
1743088714114517 2047
1743088714115143 2047
1743088714115768 0
1743088714116392 0
1743088714117019 0
1743088714117642 0
1743088714118268 629
1743088714118893 1101
1743088714119517 1291
1743088714120143 1291
1743088714120768 1291
1743088714121392 1291
1743088714122018 1291
1743088714122642 2047
1743088714123268 2047
1743088714123894 2047
1743088714124516 2047
1743088714125144 0
1743088714125768 0
1743088714126392 0
1743088714127017 505
1743088714127643 958
1743088714128268 1291
1743088714128893 1291
1743088714129518 1291
1743088714130142 1291
1743088714130768 1291
1743088714131392 1916
1743088714132022 2047
1743088714132643 2047
1743088714133267 2047
1743088714133893 0
1743088714134517 0
1743088714135142 0
1743088714135770 220
1743088714136391 853
1743088714137017 1277
1743088714137643 1291
1743088714138267 1291
1743088714138893 1291
1743088714139518 1291
1743088714140142 1793
1743088714140768 2047
1743088714141392 2047
1743088714142019 2047
1743088714142643 0
1743088714143267 0
1743088714143893 0
1743088714144517 0
1743088714145142 778
1743088714145767 1175
1743088714146393 1291
1743088714147017 1291
1743088714147644 1291
1743088714148267 1291
1743088714148892 1511
1743088714149518 2047
1743088714150142 2047
1743088714150768 2047
1743088714151394 0
1743088714152016 0
1743088714152643 0
1743088714153267 0
1743088714153892 618
1743088714154519 1101
1743088714155142 1291
1743088714155769 1291
1743088714156392 1291
1743088714157017 1291
1743088714157643 1291
1743088714158268 2047
1743088714158893 2047
1743088714159518 2047
1743088714160142 2047
1743088714160768 0
1743088714161393 0
1743088714162017 0
1743088714162642 562
1743088714163269 965
1743088714163893 1291
1743088714164517 1291
1743088714165142 1291
1743088714165767 1291
1743088714166393 1291
1743088714167018 1926
1743088714167642 2047
1743088714168269 2047
1743088714168892 2047
1743088714169518 0
1743088714170143 0
1743088714170767 0
1743088714171394 220
1743088714172021 910
1743088714172643 1279
1743088714173268 1291
1743088714173892 1291
1743088714174518 1291
1743088714175143 1291
1743088714175768 1860
1743088714176393 2047
1743088714177017 2047
1743088714177643 2047
1743088714178268 0
1743088714178892 0
1743088714179518 0
1743088714180143 0
1743088714180767 778
1743088714181392 1230
1743088714182018 1291
1743088714182642 1291
1743088714183268 1291
1743088714183894 1291
1743088714184516 1510
1743088714185144 2047
1743088714185767 2047
1743088714186393 2047
1743088714187018 0
1743088714187642 0
1743088714188268 0
1743088714188892 0
1743088714189517 633
1743088714190143 1101
1743088714190767 1291
1743088714191392 1291
1743088714192023 1291
1743088714192642 1291
1743088714193268 1291
1743088714193893 2047
1743088714194517 2047
1743088714195143 2047
1743088714195768 2047
1743088714196393 0
1743088714197018 0
1743088714197642 0
1743088714198267 552
1743088714198893 973
1743088714199517 1291
1743088714200142 1291
1743088714200768 1291
1743088714201392 1291
1743088714202019 1291
1743088714202642 1937
1743088714203267 2047
1743088714203893 2047
1743088714204517 2047
1743088714205143 0
1743088714205770 0
1743088714206389 0
1743088714207018 220
1743088714207642 892
1743088714208268 1291
1743088714208893 1291
1743088714209516 1291
1743088714210142 1291
1743088714210768 1291
1743088714211392 1832
1743088714212022 2047
1743088714212642 2047
1743088714213268 2047
1743088714213893 0
1743088714214517 0
1743088714215142 0
1743088714215769 0
1743088714216391 777
1743088714217017 1207
1743088714217646 1291
1743088714218264 1291
1743088714218893 1291
1743088714219517 1291
1743088714220142 1511
1743088714220768 2047
1743088714221393 2047
1743088714222017 2047
1743088714222644 0
1743088714223267 0
1743088714223894 0
1743088714224516 0
1743088714225143 661
1743088714225769 1102
1743088714226392 1291
1743088714227018 1291
1743088714227643 1291
1743088714228267 1291
1743088714228893 1291
1743088714229518 2047
1743088714230142 2047
1743088714230768 2047
1743088714231392 2047
1743088714232022 0
1743088714232643 0
1743088714233267 0
1743088714233893 536
1743088714234518 1002
1743088714235142 1291
1743088714235769 1291
1743088714236392 1291
1743088714237017 1291
1743088714237643 1291
1743088714238268 1968
1743088714238892 2047
1743088714239518 2047
1743088714240142 2047
1743088714240768 0
1743088714241393 0
1743088714242017 0
1743088714242643 224
1743088714243267 877
1743088714243894 1291
1743088714244517 1291
1743088714245142 1291
1743088714245767 1291
1743088714246394 1291
1743088714247017 1818
1743088714247642 2047
1743088714248269 2047
1743088714248892 2047
1743088714249518 0
1743088714250142 0
1743088714250769 0
1743088714251393 0
1743088714252021 775
1743088714252642 1197
1743088714253268 1291
1743088714253892 1291
1743088714254518 1291
1743088714255143 1291
1743088714255768 1516
1743088714256393 2047
1743088714257017 2047
1743088714257643 2047
1743088714258269 0
1743088714258892 0
1743088714259518 0
1743088714260143 0
1743088714260767 695
1743088714261393 1099
1743088714262017 1291
1743088714262643 1291
1743088714263268 1291
1743088714263893 1291
1743088714264517 1291
1743088714265143 2047
1743088714265767 2047
1743088714266392 2047
1743088714267018 2047
1743088714267643 0
1743088714268268 0
1743088714268892 0
1743088714269517 528
1743088714270143 1020
1743088714270767 1291
1743088714271392 1291
1743088714272024 1291
1743088714272642 1291
1743088714273268 1291
1743088714273892 1985
1743088714274518 2047
1743088714275143 2047
1743088714275768 2047
1743088714276392 0
1743088714277018 0
1743088714277642 0
1743088714278267 278
1743088714278893 878
1743088714279517 1291
1743088714280143 1291
